timestamp,potencia_watts
2025-01-01 00:00:00,106.10731389844635
2025-01-01 00:00:30,102.09213396297166
2025-01-01 00:01:00,107.91095506229031
2025-01-01 00:01:30,101.65719557318107
2025-01-01 00:02:00,104.56074278025075
2025-01-01 00:02:30,102.95134730972471
2025-01-01 00:03:00,93.4911055279424
2025-01-01 00:03:30,103.41701521266575
2025-01-01 00:04:00,97.4543921969737
2025-01-01 00:04:30,94.69445298497806
2025-01-01 00:05:00,102.9306288771454
2025-01-01 00:05:30,98.5544881607352
2025-01-01 00:06:00,99.19617781814222
2025-01-01 00:06:30,95.57090884055961
2025-01-01 00:07:00,105.91361060896703
2025-01-01 00:07:30,96.98537548772035
2025-01-01 00:08:00,101.51296480881226
2025-01-01 00:08:30,96.6452489363952
2025-01-01 00:09:00,101.49634582978416
2025-01-01 00:09:30,97.33889024192534
2025-01-01 00:10:00,96.40967928639351
2025-01-01 00:10:30,95.70982223321603
2025-01-01 00:11:00,109.03523628892441
2025-01-01 00:11:30,105.78840641351935
2025-01-01 00:12:00,104.63917650242293
2025-01-01 00:12:30,109.4791381807031
2025-01-01 00:13:00,102.6658970597705
2025-01-01 00:13:30,99.87479018644021
2025-01-01 00:14:00,102.04180843714144
2025-01-01 00:14:30,94.61393466610666
2025-01-01 00:15:00,97.41478758063685
2025-01-01 00:15:30,103.19228409986373
2025-01-01 00:16:00,100.8420727786697
2025-01-01 00:16:30,103.99995215796262
2025-01-01 00:17:00,90.84897151140623
2025-01-01 00:17:30,98.73026522947347
2025-01-01 00:18:00,93.99632234486076
2025-01-01 00:18:30,95.85551768005222
2025-01-01 00:19:00,106.14588478382456
2025-01-01 00:19:30,107.13039198411263
2025-01-01 00:20:00,96.99757688420162
2025-01-01 00:20:30,92.86852586527814
2025-01-01 00:21:00,102.33936959918277
2025-01-01 00:21:30,103.91001335833974
2025-01-01 00:22:00,105.97411062437939
2025-01-01 00:22:30,107.95910246592334
2025-01-01 00:23:00,98.05148272379098
2025-01-01 00:23:30,106.07413453785163
2025-01-01 00:24:00,99.89918665401386
2025-01-01 00:24:30,97.1491363403153
2025-01-01 00:25:00,102.45918381841162
2025-01-01 00:25:30,106.69393660733206
2025-01-01 00:26:00,109.1425323261953
2025-01-01 00:26:30,105.044419522922
2025-01-01 00:27:00,107.77843943095766
2025-01-01 00:27:30,103.43191020605019
2025-01-01 00:28:00,99.09798186167897
2025-01-01 00:28:30,103.58084107111644
2025-01-01 00:29:00,116.40566974975978
2025-01-01 00:29:30,98.07747661835491
2025-01-01 00:30:00,101.05928049790442
2025-01-01 00:30:30,94.79971128580468
2025-01-01 00:31:00,104.4695271715337
2025-01-01 00:31:30,102.88704560955647
2025-01-01 00:32:00,98.47666180549366
2025-01-01 00:32:30,105.61092455761268
2025-01-01 00:33:00,100.60456891654064
2025-01-01 00:33:30,103.12352759590429
2025-01-01 00:34:00,109.85081054538
2025-01-01 00:34:30,105.56442824278717
2025-01-01 00:35:00,99.21989665841824
2025-01-01 00:35:30,107.69784990280023
2025-01-01 00:36:00,103.34061523684773
2025-01-01 00:36:30,96.51632725017062
2025-01-01 00:37:00,102.13615425199238
2025-01-01 00:37:30,103.5673207322721
2025-01-01 00:38:00,101.05963460071067
2025-01-01 00:38:30,105.35745428643536
2025-01-01 00:39:00,98.40495023106926
2025-01-01 00:39:30,97.37358582190261
2025-01-01 00:40:00,103.11326092653108
2025-01-01 00:40:30,104.60044923097936
2025-01-01 00:41:00,104.60009695027956
2025-01-01 00:41:30,101.8690833306233
2025-01-01 00:42:00,100.89132790800853
2025-01-01 00:42:30,103.55198611694325
2025-01-01 00:43:00,100.82438886637668
2025-01-01 00:43:30,107.70134565041229
2025-01-01 00:44:00,102.90311305326306
2025-01-01 00:44:30,106.04771410550566
2025-01-01 00:45:00,103.52459459811922
2025-01-01 00:45:30,103.00039573912014
2025-01-01 00:46:00,99.09225479202809
2025-01-01 00:46:30,103.21006698204127
2025-01-01 00:47:00,103.91295129882137
2025-01-01 00:47:30,107.56779175257977
2025-01-01 00:48:00,101.38434594071802
2025-01-01 00:48:30,105.91113584096001
2025-01-01 00:49:00,105.98872819528532
2025-01-01 00:49:30,101.57057060272334
2025-01-01 00:50:00,103.40126724870719
2025-01-01 00:50:30,111.36569333621131
2025-01-01 00:51:00,99.93403482995828
2025-01-01 00:51:30,107.75234643973505
2025-01-01 00:52:00,102.94268411226997
2025-01-01 00:52:30,110.96210327955461
2025-01-01 00:53:00,96.6119507951872
2025-01-01 00:53:30,100.5582244205364
2025-01-01 00:54:00,107.01520089101129
2025-01-01 00:54:30,101.61619669164577
2025-01-01 00:55:00,104.41663564807395
2025-01-01 00:55:30,101.60209316084021
2025-01-01 00:56:00,103.11127786523387
2025-01-01 00:56:30,108.56894471300372
2025-01-01 00:57:00,102.44066781254699
2025-01-01 00:57:30,96.68568578916644
2025-01-01 00:58:00,115.16841309455974
2025-01-01 00:58:30,94.14801368734827
2025-01-01 00:59:00,106.19575319709598
2025-01-01 00:59:30,110.82639182277626
2025-01-01 01:00:00,106.01012534238227
2025-01-01 01:00:30,110.0733478222281
2025-01-01 01:01:00,101.86834699934661
2025-01-01 01:01:30,102.7244015524395
2025-01-01 01:02:00,110.86750462385208
2025-01-01 01:02:30,109.08854720368045
2025-01-01 01:03:00,107.07215183732292
2025-01-01 01:03:30,104.52956742836668
2025-01-01 01:04:00,103.41600350198028
2025-01-01 01:04:30,105.2588436917457
2025-01-01 01:05:00,101.24516652605902
2025-01-01 01:05:30,108.94250973000183
2025-01-01 01:06:00,95.11199120625157
2025-01-01 01:06:30,106.41241435209996
2025-01-01 01:07:00,103.91491088813103
2025-01-01 01:07:30,100.74832646305518
2025-01-01 01:08:00,106.0954366586299
2025-01-01 01:08:30,109.31616467614762
2025-01-01 01:09:00,109.75344223494054
2025-01-01 01:09:30,104.54875732455007
2025-01-01 01:10:00,108.86998381653804
2025-01-01 01:10:30,106.34883107355279
2025-01-01 01:11:00,106.1287618038152
2025-01-01 01:11:30,107.01686649073957
2025-01-01 01:12:00,99.27155994187548
2025-01-01 01:12:30,107.33735213945074
2025-01-01 01:13:00,104.72201353861865
2025-01-01 01:13:30,100.55908540448283
2025-01-01 01:14:00,110.6394079125275
2025-01-01 01:14:30,107.43319093634571
2025-01-01 01:15:00,99.8139102349358
2025-01-01 01:15:30,106.24062226131423
2025-01-01 01:16:00,111.3738789417625
2025-01-01 01:16:30,109.68687881307622
2025-01-01 01:17:00,103.90349847488626
2025-01-01 01:17:30,107.79282673472143
2025-01-01 01:18:00,103.51044283357348
2025-01-01 01:18:30,106.68343560726849
2025-01-01 01:19:00,100.24920200279708
2025-01-01 01:19:30,107.19820408783262
2025-01-01 01:20:00,112.26193554788938
2025-01-01 01:20:30,109.06077747889255
2025-01-01 01:21:00,105.32696929730673
2025-01-01 01:21:30,106.00012805246119
2025-01-01 01:22:00,111.8521787340882
2025-01-01 01:22:30,102.60007053753849
2025-01-01 01:23:00,109.39852448145095
2025-01-01 01:23:30,101.91572420772167
2025-01-01 01:24:00,114.82235911930783
2025-01-01 01:24:30,103.8867596103974
2025-01-01 01:25:00,110.0964075779206
2025-01-01 01:25:30,118.94151850245893
2025-01-01 01:26:00,105.91738258725131
2025-01-01 01:26:30,108.27932068212215
2025-01-01 01:27:00,110.55947179853082
2025-01-01 01:27:30,101.08979623990882
2025-01-01 01:28:00,110.59234298169959
2025-01-01 01:28:30,104.88214210041536
2025-01-01 01:29:00,108.47335313681941
2025-01-01 01:29:30,107.59400547906965
2025-01-01 01:30:00,107.15448346238061
2025-01-01 01:30:30,107.75753933925161
2025-01-01 01:31:00,114.93618065355449
2025-01-01 01:31:30,102.26645986189344
2025-01-01 01:32:00,110.89039093958478
2025-01-01 01:32:30,111.27088051331053
2025-01-01 01:33:00,111.0484335770174
2025-01-01 01:33:30,100.48473592350383
2025-01-01 01:34:00,110.82280717954993
2025-01-01 01:34:30,97.61445979847052
2025-01-01 01:35:00,106.24184736137586
